,index,table_id,question,response,answer,output
0,0,totto_source/dev_json/example-2205.json,What TV shows was Shagun Sharma seen in 2019?,"evidence: |
  The relevant rows contain information about Shagun Sharma's TV shows in 2019:
  Year | Title | Role | Channel
  2019 | Laal Ishq | Pernia | &TV
  2019 | Vikram Betaal Ki Rahasya Gatha | Rukmani/Kashi | &TV
  2019 | Shaadi Ke Siyape | Dua | &TV
answer: |
  In 2019, Shagun Sharma was seen in the TV shows Laal Ishq, Vikram Betaal Ki Rahasya Gatha, and Shaadi Ke Siyape.","In 2019, Shagun Sharma played in the roles as Pernia in Laal Ishq, Vikram Betaal Ki Rahasya Gatha as Rukmani/Kashi and Shaadi Ke Siyape as Dua.","'Laal Ishq', 'Vikram Betaal Ki Rahasya Gatha', 'Shaadi Ke Siyape' 
"
1,1,totto_source/train_json/example-7854.json,What were the voting results of the 1975 North Vietnamese legislative election with regards to seats?,"evidence: |
  The relevant row contains information about the seats won in the 1975 North Vietnamese legislative election:
  Party | Votes | % | Seats
  Vietnamese Fatherland Front | 10,561,314 | 100 | 424
answer: |
  In the 1975 North Vietnamese legislative election, the Vietnamese Fatherland Front won 100.0% of the votes and 100.0% of the seats (424 seats) in the legislature.","In the 1975 North Vietnamese legislative election, the Vietnamese Fatherland Front won all 424 seats.","424 seats 
"
2,2,totto_source/dev_json/example-560.json,What roles did Christian Cooke play in 2009?,"evidence: |
  The relevant rows contain information about Christian Cooke's roles in 2009:
  Title | Year | Role | Notes
  Demons | 2009 | Luke Rutherford-Van Helsing | Main role
  Trinity | 2009 | Lord Dorian Gaudain | Main role
  answer: |
  In 2009, Christian Cooke played the roles of Luke Rutherford-Van Helsing in Demons and Lord Dorian Gaudain in Trinity.","During 2009, Christian Cooke played the lead role of Luke Rutherford in Demons & Lord Dorian Gaudain in Trinity.","Luke Rutherford-Van Helsing, Lord Dorian Gaudain 
"
3,3,totto_source/train_json/example-13717.json,When and in which club and league did Kazunari Okayama start his career?,"evidence: |
  The relevant row contains information about Kazunari Okayama's first season as a professional footballer:
  Season | Club | League | League | League | Emperor's Cup | Emperor's Cup | J.League Cup | J.League Cup | Total | Total
  1997 | Yokohama Marinos | J1 League | 8 | 3 | 2 | 1 | 0 | 0 | 10 | 4
  answer: |
  Kazunari Okayama started his career in the 1997 season with Yokohama Marinos in the J1 League.",Kazunari Okayama joined J1 League club Yokohama Marinos (later Yokohama F. Marinos) in 1997.,"1997, Yokohama Marinos, J1 League 
"
4,4,totto_source/dev_json/example-430.json,Who set the fastest average in Megaminx?,"evidence: |
  The relevant row contains information about the fastest average in Megaminx:
  Name | Fastest average | Competition
  Yu Da-Hyun (유다현) | 32.03s | CWR Winter 2018
  answer: |
  Yu Da-Hyun (유다현) set the fastest average of 32.03s in Megaminx at the CWR Winter 2018.",The 32.03 seconds average of five solves is set by Yu Da-Hyun (유다현) at CWR Winter 2018.,"Yu Da-Hyun (유다현) 
"
5,5,totto_source/train_json/example-13152.json,What seasons did Faye appear for Hull City?,"evidence: |
  The relevant rows contain information about Abdoulaye Faye's appearances for Hull City:
  Club | Season | League | Apps | Goals
  Hull City | 2012-13 | Championship | 31 | 4
  Hull City | 2013-14 | Premier League | 3 | 0

answer: |
  Abdoulaye Faye appeared for Hull City in the 2012-13 Championship season (31 appearances, 4 goals) and the 2013-14 Premier League season (3 appearances, 0 goals).",Faye appeared for Hull City in the 2012–13 and 2013–14 seasons.,"2012-13, 2013-14 
"
6,6,totto_source/dev_json/example-1811.json,Who's the winner of the championship and who is in the second place?,"evidence: |
  The relevant rows contain information about the winner and the second place of the 1922 Open Championship:
  Place | Player | Country | Score
  1 | Walter Hagen | United States | 76-73=149
  T2 | Jim Barnes | England | 75-76=151

answer: |
  Walter Hagen of the United States is the winner of the 1922 Open Championship with a score of 149 (76-73). Jim Barnes of England is in the second place with a score of 151 (75-76).","Walter Hagen was the leader at 149, two strokes ahead of Jim Barnes, George Duncan and J.H. Taylor.","Walter Hagen, Jim Barnes 
"
7,7,totto_source/train_json/example-7363.json,What significant career achievement did Yu make in 2011?,"evidence: |
  The relevant rows contain information about Yu Zheng's achievements in 2011:
  Year | Work | Award | Category | Result | Notes
  2011 | Palace | Grand Ceremony of Movie & TV New Forces | Most Popular Screenwriter | Won | -
  2011 | Palace | 16th Asian Television Awards | Best Screenwriter | Won | -
  2011 | Palace | Youku Film and Television Award | Screenwriter Award | Won | -
answer: |
  In 2011, Yu Zheng achieved the following significant career milestones: Won the Most Popular Screenwriter award at the Grand Ceremony of Movie & TV New Forces, won the Best Screenwriter award at the 16th Asian Television Awards, and won the Screenwriter Award at the Youku Film and Television Award, all for his work on ""Palace"".","In 2011 Yu was noted for Palace, which earned him a Best Screenwriter award at the 16th Asian Television Awards.","Won three awards for his work on ""Palace"" 
"
8,8,totto_source/dev_json/example-1833.json,How's Huang Yu-ting doing in the 2009 World Games?,"evidence: |
  The relevant rows contain information about Huang Yu-ting's achievements in the 2009 World Games:
  Event | Gold | Silver | Bronze
  Women's 300 m time trial | Huang Yu-ting, Chinese Taipei | Hsu Chiao-jen, Chinese Taipei | Lim Jin-seon, South Korea
  Women's 500 m sprint | Huang Yu-ting, Chinese Taipei | Lim Jin-seon, South Korea | Jercy Puello, Colombia
  Women's 1000 m sprint | Huang Yu-ting, Chinese Taipei | Hsu Chiao-jen, Chinese Taipei | Nicole Begg, New Zealand
answer: |
  In the 2009 World Games, Huang Yu-ting of Chinese Taipei won gold in the Women's 300 m time trial, Women's 500 m sprint, and Women's 1000 m sprint.","As an inline speed skater, Huang won three gold medals at the 2009 World Games in Chinese Taipei: 300 m time trial, 500 m sprint, and 1000 m sprint.","Won gold in three events 
"
9,9,totto_source/train_json/example-13923.json,"When did Art Howe coach the Yale Bulldogs, and what was his overall record with the team?","evidence: |
  The relevant rows contain information about Art Howe coaching the Yale Bulldogs:
  Year | Team | Overall | Conference | Standing | Bowl/playoffs
  1912 | Yale | 7–1–1 | - | - | -
  Yale: | Yale: | 7–1–1 | - | - | -
  answer: |
  Art Howe coached the Yale Bulldogs in the year 1912, and his overall record with the team was 7-1-1.",Howe led the Yale football team as head coach for one year (1912) and compiled a 7–1–1 record.,"1912, 7-1-1 
"
